Emergency patient waiting time,Emergency patient Server Time,Emergency Patient Service Time
0.0,5.613259349463521,5.613259349463521
0.0,7.4222624188114,7.4222624188114015
0.0,12.916510708927724,12.916510708927722
0.0,6.424027445943324,6.424027445943326
5.446197216270676,18.718170545998547,13.271973329727869
16.24131077765466,28.062197827927676,11.820887050273011
13.407285077883671,25.429278136393847,12.02199305851017
24.50575769480841,36.832158957690126,12.326401262881706
16.350128757006814,21.667532888962057,5.317404131955255
7.341699007185312,15.072472717135113,7.730773709949807
13.226947835673002,24.841391635051366,11.614443799378359
16.158477374208246,22.08834943461781,5.929872060409571
19.217284647148972,36.95238624467032,17.735101597521364
0.0,6.997865065837033,6.997865065837034
0.0,8.170255071610114,8.17025507161012
0.0,14.318910590963952,14.31891059096394
0.0,16.421511921170065,16.421511921170065
0.0,1.2521586465409769,1.2521586465409644
0.0,11.56474748167227,11.56474748167225
6.912688599550108,12.684293139712395,5.7716045401622775
1.6671881719759085,6.696177446504464,5.028989274528552
3.3895321147789446,19.090950781808033,15.701418667029102
0.10453418988231533,11.006083981898144,10.901549792015851
4.960882193037662,10.62574839199118,5.664866198953504
0.0,11.254628905068898,11.254628905068898
0.0,4.133640497949045,4.1336404979490515
3.4651584850370227,12.376340751131409,8.911182266094395
2.8807252172127846,13.190019179529543,10.309293962316778
0.0,0,6.697735062645768
Next Day,Next Day
0.0,7.487697709632698,7.4876977096326955
0.0,11.542664374641419,11.542664374641422
7.6305048174299515,16.242547596261787,8.612042778831832
15.059625893393061,15.239400436207944,0.1797745428148847
0.0,5.495416703915154,5.49541670391516
4.829960974431387,6.87212564981759,2.042164675386209
0.0,2.0440564988716687,2.044056498871658
0.0,11.711089781422942,11.711089781422931
10.373314058952701,22.81196323153125,12.43864917257854
0.0,15.28692235822777,15.286922358227761
0.0,9.741571123940645,9.741571123940643
0.0,14.370829211638835,14.370829211638846
9.97907921433773,22.772505677148047,12.793426462810329
0.0,3.6659860749660425,3.6659860749660256
0.0,8.197384721405172,8.197384721405168
0.0,8.048059670278349,8.04805967027837
0.0,5.036295843387961,5.036295843387978
0.0,9.145561044545559,9.14556104454553
0.0,14.13756810668957,14.13756810668956
0.0,9.352875705007591,9.352875705007586
0.0,0,9.488122489896769
Next Day,Next Day
0.0,3.3378406168376458,3.3378406168376475
0.0,4.905311652577794,4.905311652577797
0.0,10.50803689161826,10.508036891618266
0.0,19.2241841049554,19.2241841049554
7.9528340524876455,20.102200947370108,12.149366894882458
17.641632235035345,26.565795269723566,8.924163034688224
21.21821904086096,33.74050003755008,12.52228099668911
13.011395381961819,17.50866206786779,4.4972666859059585
0.0,8.364555558833189,8.3645555588332
0.0,5.115097063632078,5.115097063632068
0.0,3.8335134032986105,3.8335134032986105
0.0,13.65729668963644,13.657296689636436
0.0,8.384093369759029,8.384093369759055
0.0,7.863681439254719,7.863681439254726
0.0,7.395579957732366,7.39557995773238
0.0,7.869602013448343,7.869602013448336
5.62150069865362,14.036867152115178,8.415366453461568
0.0,12.510257975248464,12.510257975248454
0.0,5.907583065261349,5.907583065261357
0.0,9.284616196611807,9.28461619661179
0.0,6.750477839996336,6.750477839996309
0.0,10.788580760117668,10.788580760117679
1.7485946035553752,2.515181566654803,0.7665869630994351
0.0,0,7.130810949677248
0,0,0
Next Day,Next Day
0.0,10.290582721285372,10.290582721285372
0.0,7.862867803930289,7.86286780393029
7.370377826985443,10.835958483499102,3.4655806565136604
0.0,18.251664075796846,18.251664075796846
17.763716857132593,25.443176111703444,7.679459254570848
3.997089065404637,13.364672840455981,9.367583775051344
7.439867371762645,22.4157296941425,14.975862322379848
0.0,10.13845261115371,10.138452611153713
0.0,10.12345135201241,10.1234513520124
0.0,7.666616424724651,7.666616424724661
0.0,1.3585199181288772,1.3585199181288727
0.0,14.75384130111027,14.753841301110278
8.38233065802865,15.585217061493097,7.202886403464453
7.7723953547505005,21.31265524078816,13.54025988603766
19.878783025539803,40.175714524867175,20.296931499327375
28.827906319740464,38.34413626126039,9.51622994151994
37.40366281897758,47.87232587863599,10.468663059658397
45.34061292923468,51.64835286374159,6.30773993450692
47.934035862555504,56.63750250369816,8.703466641142642
41.28961877329607,54.73305490337475,13.4434361300787
38.16345213428656,41.31871634678566,3.155264212499123
29.904605544922788,42.096023655209194,12.191418110286401
39.66370684280474,46.62317579128404,6.959468948479303
43.097521485627794,55.84361972525937,12.746098239631579
37.81691420731943,43.075277587247115,5.258363379927659
7.0366824196585185,14.835928063972801,7.799245644314292
12.66291478700606,23.23973425040913,10.57681946340307
21.97241697771392,27.51918420742311,5.546767229709187
22.64352952081134,27.836053745517802,5.192524224706445
9.222828345857522,16.625736394608907,7.40290804875136
0.0,13.973727452668584,13.973727452668577
0.0,2.2664044764085816,2.2664044764085887
Next Day,Next Day
0.0,3.589918485282464,3.5899184852824657
3.1738583543128023,14.14475226892154,10.970893914608737
0.0,12.283914218913289,12.283914218913289
10.335791374823934,12.67835396329923,2.3425625884752996
7.917418691387276,16.720551471524622,8.803132780137341
11.936269167995,18.118874644104075,6.182605476109071
15.918226483732582,18.88995706926829,2.971730585535717
