Normal Patient Waiting Time,Normal Patient Server Time,Normal patientt service time
Reneged,Reneged,Reneged
5.160614957816961,21.775553851321774,16.614938893504807
17.146407596026393,26.713615701536014,9.567208105509646
20.0089687322573,37.075741093280726,17.066772361023432
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
7.333657873999812,16.31295249350802,8.979294619508225
9.597463818001756,16.749253606652815,7.151789788651032
12.41871367936335,22.249272497176946,9.830558817813605
21.753828222857692,31.016595641244635,9.262767418386932
Reneged,Reneged,Reneged
16.96414834375554,25.568959117245697,8.604810773490147
Reneged,Reneged,Reneged
Next Day,Next Day
0,15.581066296214486,15.581066296214486
6.0246489601451465,15.97118276868129,9.946533808536143
7.980115910868914,21.455798459996267,13.475682549127354
19.22379808313746,31.256047368272256,12.032249285134798
Reneged,Reneged,Reneged
22.281177758878275,33.0055816369251,10.72440387804683
24.88644964531808,35.65803229695354,10.771582651635464
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
17.856626651557107,26.30471623147008,8.448089579912978
20.90940117429811,32.74974873829801,11.840347563999893
31.516363291517926,36.92595449076102,5.409591199243099
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
29.47480433467031,41.2806363283992,11.805831993728885
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
18.611956998028774,31.623309436515243,13.011352438486465
Reneged,Reneged,Reneged
30.352797449149648,43.83827017089868,13.48547272174904
35.98562763179018,52.1781877653066,16.192560133516412
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
22.89861131487305,37.25085619854062,14.352244883667568
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
24.39046606213779,35.08270150531678,10.69223544317898
Reneged,Reneged,Reneged
21.857938209030777,34.68354167596854,12.82560346693776
33.37322062402774,45.87562378301811,12.502403158990372
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
13.197085605569669,20.380342505831408,7.183256900261741
6.497606131565817,14.80450080670596,8.306894675140144
Reneged,Reneged,Reneged
0.0,9.19234869327596,9.192348693275965
7.505120665140026,16.17447991308748,8.669359247947467
0.809911150604961,9.379974534700466,8.570063384095512
8.389768128523457,25.736734513038755,17.346966384515277
Reneged,Reneged,Reneged
8.254170528074951,24.676476910926397,16.422306382851474
23.751977081589814,34.499531206727625,10.747554125137796
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
10.378716676137344,21.297487330339322,10.918770654201964
15.252097559491517,29.642762192054022,14.39066463256248
26.798507205563,42.534669769757215,15.736162564194188
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
27.53660814401161,36.8836385532573,9.347030409245706
Reneged,Reneged,Reneged
16.99423005756921,28.910346704298547,11.916116646729341
27.732379304972483,41.82735623872975,14.09497693375726
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
25.274043713020262,39.32939240588047,14.055348692860203
Reneged,Reneged,Reneged
33.596287844506264,43.05198981837458,9.455701973868326
37.80012083795572,54.95760552348548,17.157484685529763
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Next Day,Next Day
0,11.17792506299026,11.17792506299026
7.170578025108466,19.154725987733492,11.984147962625027
17.978579967733914,26.005997072364483,8.027417104630569
14.175344151478292,27.730125022621987,13.554780871143699
20.25256858677529,29.70766832907878,9.455099742303485
27.223131302569737,45.70078274792711,18.47765144535736
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
17.475708411977962,26.05437764488697,8.578669232909004
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
0.0,9.46731320875098,9.467313208750975
0.0,18.256045996285607,18.256045996285607
5.0406939150791885,17.49212622554795,12.451432310468759
8.971808450178287,27.131504197894287,18.159695747716
6.781991420574116,23.496134138090525,16.714142717516403
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
11.98702930631083,15.599218892350535,3.61218958603971
9.537064439494145,22.020947582418216,12.483883142924073
9.264503479118872,18.092974832950063,8.828471353831201
Reneged,Reneged,Reneged
14.188582668491108,23.090206839786333,8.901624171295225
17.822722905206746,31.209780023385235,13.3870571181785
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
27.806143736159555,43.7347350006805,15.928591264520946
29.727388881283474,38.181291122826735,8.453902241543258
Reneged,Reneged,Reneged
27.201076792728685,36.602687836609704,9.40161104388103
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
30.154222113818406,35.73480019109533,5.580578077276907
Reneged,Reneged,Reneged
18.99922242158567,34.98109469473741,15.98187227315176
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
23.333595476246217,39.781211088604266,16.447615612358028
Reneged,Reneged,Reneged
30.205598523952972,47.64018674240481,17.434588218451836
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
0.0,14.5933616357716,14.593361635771618
5.492389555588829,18.640200675949927,13.147811120361077
15.07942787835492,26.509814811157696,11.43038693280277
24.570783027836512,35.043629455984615,10.472846428148081
18.367868111459188,33.66877568571937,15.300907574260156
23.85688239805671,37.709865041637556,13.852982643580827
33.85952556178029,41.67858932540901,7.81906376362873
Reneged,Reneged,Reneged
28.950331855343222,36.86338139043784,7.913049535094603
25.946258028245722,30.91168167062915,4.9654236423834375
30.76073484369533,0,13.054599390573774
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
0,0,0
Next Day,Next Day
0,9.193647927338517,9.193647927338517
8.945856255499422,19.807043202088288,10.861186946588864
17.168346744700443,28.640155769904098,11.471809025203655
26.98667884448256,46.939125333980826,19.95244648949826
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
25.110950503166038,40.0336773514404,14.922726848274372
Reneged,Reneged,Reneged
28.032906533375453,43.05405879123876,15.021152257863305
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
27.92604194807319,41.263085087459956,13.337043139386765
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
6.743973330457834,13.999821763634728,7.255848433176891
0.0,14.971092376243746,14.971092376243742
0.0,13.849838193167983,13.849838193167985
0.0,7.962737046076285,7.962737046076295
0.49440324585589224,12.692530429322233,12.198127183466353
6.017316133254951,15.339591841458315,9.32227570820336
12.354446547269987,25.377150048514352,13.022703501244365
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
21.422074911196404,39.70626250945597,18.28418759825956
Reneged,Reneged,Reneged
23.559310311022728,32.73611249176861,9.176802180745877
Reneged,Reneged,Reneged
16.836500248895675,33.513499016241354,16.676998767345683
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
28.97488204842159,46.466391212723096,17.49150916430153
Reneged,Reneged,Reneged
36.935356389922504,50.818284104604516,13.882927714682038
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
26.173200357458484,40.6830157505467,14.509815393088214
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
7.698467159985569,19.73519574971249,12.036728589726941
19.043431156522615,34.43314859216531,15.389717435642686
32.47005493221167,41.01646848331944,8.546413551107797
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
36.1614622594455,47.21500529246646,11.053543033020963
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
17.224538626250364,22.92454453769176,5.700005911441403
11.008745806301533,24.157815654559897,13.149069848258359
16.564779232018452,27.126425141934646,10.561645909916209
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
22.3085067864601,37.283474170320346,14.97496738386022
Reneged,Reneged,Reneged
28.734594063882923,44.253854800206284,15.519260736323366
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
22.715886868182395,0,18.621547949516007
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
0,0,0
0,0,0
Reneged,Reneged,Reneged
Next Day,Next Day
0,18.82026485609639,18.82026485609639
10.684227612880859,19.366443752820857,8.682216139940001
15.22376253319161,31.294572165969726,16.070809632778115
30.789715360888543,40.533215348274446,9.743499987385901
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
22.06651759886908,30.779759158054798,8.713241559185716
Reneged,Reneged,Reneged
19.751353978931135,27.51290086157094,7.761546882639809
24.898194384885954,32.14923670023711,7.251042315351158
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
9.474921566907014,20.435167442171007,10.960245875263993
Reneged,Reneged,Reneged
10.429405986391941,22.985900387787098,12.556494401395163
Reneged,Reneged,Reneged
17.752496126830295,26.548705686292564,8.796209559462268
23.24682850009944,28.394480971752813,5.1476524716533705
Reneged,Reneged,Reneged
20.30796798297544,31.172661037338386,10.864693054362938
26.983060291540127,39.93239234060475,12.949332049064616
Reneged,Reneged,Reneged
0.9314252365043103,12.748146959459575,11.816721722955256
12.407681693571675,25.57541577147356,13.16773407790187
Reneged,Reneged,Reneged
13.795140717261944,34.848832662470585,21.053691945208655
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
19.860237157528104,31.834465169705112,11.974228012176996
Reneged,Reneged,Reneged
25.600530155982142,39.44408405224911,13.843553896266975
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
11.97575804297432,25.752653468137396,13.776895425163085
19.512612248033406,32.4719663066513,12.959354058617876
32.39660658902517,48.7686365765708,16.37202998754564
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
28.26304226765845,39.88016173077153,11.617119463113065
Reneged,Reneged,Reneged
22.646485023445024,34.530329731487456,11.883844708042417
0.0,13.164502822021745,13.164502822021735
3.043564991550568,16.857743490812254,13.814178499261685
13.608281085125213,23.237022384418253,9.628741299293027
Reneged,Reneged,Reneged
9.571540152044804,19.90466141721663,10.333121265171812
Reneged,Reneged,Reneged
17.53169168951257,28.35980858102141,10.82811689150885
25.347513678207292,31.594637755715382,6.247124077508107
29.62340064158485,39.40683567831314,9.783435036728292
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
33.47138828960391,49.90040619014735,16.42901790054343
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
28.77234655874753,40.9263715165597,12.154024957812156
6.414498177695293,26.184424234725213,19.769926057029906
25.831469823558166,41.38563340031203,15.554163576753886
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Next Day,Next Day
0,14.59088367907573,14.59088367907573
10.388168216769255,23.97275352231956,13.584585305550304
Reneged,Reneged,Reneged
11.300938455600864,19.409499252537593,8.10856079693673
12.160958403611758,28.530419923321105,16.36946151970935
19.015622996325767,30.715206819265525,11.69958382293975
23.440507370038276,39.89325558569257,16.452748215654296
Reneged,Reneged,Reneged
26.523426833510754,36.864799101269014,10.341372267758263
Reneged,Reneged,Reneged
33.497698510377724,45.76863532921937,12.270936818841642
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
7.268198888363756,14.222157964774212,6.95395907641046
Reneged,Reneged,Reneged
6.148831820744505,24.412231178860154,18.263399358115645
2.3533759572056425,11.16494137506244,8.811565417856798
1.3296906819535081,7.659373616629864,6.3296829346763515
0.0,19.77184316681496,19.771843166814953
19.044524051115218,31.606263934275233,12.561739883160024
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
13.371485787070355,23.332949710225705,9.961463923155339
21.453716957077688,33.39242491005842,11.938707952980744
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
1.497435446749364,6.6065932676944215,5.109157820945057
4.440750878372086,16.183094688400786,11.742343810028704
Reneged,Reneged,Reneged
14.102989212614602,25.286082022799746,11.183092810185153
17.6781386974032,25.396145541911608,7.718006844508422
15.68758833537811,34.929930737564575,19.24234240218647
Reneged,Reneged,Reneged
21.441659634352675,32.72590055353254,11.284240919179865
Reneged,Reneged,Reneged
15.58899061134224,26.561644266596375,10.972653655254117
14.573822697575565,29.563255316093432,14.989432618517839
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
2.3617291425772464,19.40952679345645,17.047797650879225
15.971660920878435,19.217104459740312,3.2454435388618528
10.21688453914669,21.29698844973899,11.0801039105923
11.163849907298584,20.218173527471947,9.05432362017334
3.068594193454203,11.524285048353363,8.455690854899172
11.386924598372104,22.03038234980079,10.643457751428658
Reneged,Reneged,Reneged
13.23500044168901,32.23989355723978,19.00489311555076
29.726847322863364,44.90049243357481,15.173645110711448
Reneged,Reneged,Reneged
31.19512556435558,43.16818867478486,11.973063110429266
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
29.051791943436626,40.555069032891595,11.503277089454965
Reneged,Reneged,Reneged
27.481677779944448,0,8.709720446608406
0,0,0
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Next Day,Next Day
0,16.01529503521159,16.01529503521159
15.367816475165089,30.064895195712516,14.697078720547426
23.950675876303976,37.47925033175574,13.528574455451768
Reneged,Reneged,Reneged
31.661937454859785,48.6455333433544,16.98359588849462
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
13.940352570625357,29.88750737478027,15.947154804154907
11.005650181281737,21.994640111541273,10.988989930259535
21.847874744813268,31.384016781089343,9.53614203627608
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
22.343341584549563,33.31991708510803,10.976575500558466
31.65254131802061,39.64898400954381,7.996442691523196
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
19.99925587721124,37.05754464859099,17.058288771379754
Reneged,Reneged,Reneged
33.88489404988442,47.78776818435361,13.902874134469176
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
5.0378050358489475,14.12620616612395,9.088401130275013
12.859171406001792,27.084616782830892,14.225445376829091
19.53894249379482,32.5538238871016,13.014881393306776
11.439805064083885,23.00952048298359,11.569715418899719
19.19220580056529,32.67346094562106,13.481255145055759
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
28.82914592286616,45.738764704688634,16.90961878182248
Reneged,Reneged,Reneged
19.73806098463291,37.30746450199763,17.56940351736473
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
32.960195095272724,40.46713797411712,7.506942878844393
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
22.64465191320943,32.10159864400117,9.456946730791735
30.378326449611762,51.667456780680055,21.289130331068307
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
28.353340199500536,38.961893648653216,10.608553449152655
Reneged,Reneged,Reneged
25.595178698629525,39.1889194805471,13.59374078191759
Reneged,Reneged,Reneged
31.007187216750197,41.21376273782187,10.206575521071661
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
23.74710885353636,37.4094637691623,13.662354915625924
13.947586383687167,27.81867520466642,13.871088820979246
Reneged,Reneged,Reneged
25.047644674925152,38.09544400293322,13.04779932800805
Reneged,Reneged,Reneged
24.793434119697622,33.112681533224645,8.319247413527036
23.613434016878273,36.35952158067778,12.74608756379951
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
23.507331737158665,35.26906400923241,11.761732272073756
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
16.543144690393888,40.26613347773343,23.72298878733953
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
15.968317034448091,0,18.680273190387652
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
Next Day,Next Day
0,11.02605487729366,11.02605487729366
9.577417726468271,22.471396538211366,12.893978811743093
19.4782484267924,34.45633204974957,14.97808362295717
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
19.5027714335347,33.68504757070254,14.182276137167836
30.921397026738298,41.69247383628893,10.771076809550639
Reneged,Reneged,Reneged
31.354193451601923,46.91436032681785,15.560166875215927
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
21.68700580309529,33.84038558955642,12.153379786461135
Reneged,Reneged,Reneged
33.31690832093967,42.316544754542,8.999636433602339
Reneged,Reneged,Reneged
26.19747219713595,42.34434102209765,16.146868824961707
38.44295766222204,52.80053724545412,14.357579583232086
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
23.436839256544616,32.41926996142247,8.982430704877864
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
29.66090834203257,39.89998776637256,10.239079424339991
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
29.428318956463002,44.452096533747934,15.02377757728494
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
28.011317437895542,36.434765389825884,8.42344795193035
Reneged,Reneged,Reneged
19.78841298485446,33.769101588988775,13.980688604134324
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
29.602190211521304,42.88682374004384,13.284633528522525
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
24.71271348642287,32.23784110891998,7.525127622497107
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
28.674862620463614,42.97711549871744,14.302252878253833
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
11.40686998451605,24.767367715175794,13.360497730659741
Reneged,Reneged,Reneged
18.564463053304877,25.86986098284825,7.305397929543373
22.846683037212983,35.33785719104631,12.49117415383334
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
0.0,13.992121543566327,13.992121543566334
Reneged,Reneged,Reneged
2.905804024973918,11.202437029721409,8.296633004747518
5.981491948984512,23.37020011305674,17.388708164072206
17.495036214369634,22.40520160117495,4.910165386805306
Reneged,Reneged,Reneged
16.745622457067896,33.50155722331988,16.75593476625199
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
24.01910396594849,28.27371857308185,4.254614607133391
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
19.14933607722037,24.85479135059063,5.705455273370254
20.920098911709147,22.75446764630891,1.834368734599769
Reneged,Reneged,Reneged
6.601033672743142,13.706454037419064,7.105420364675918
12.722238702042262,31.07094406315821,18.348705361115968
24.491277017345283,38.85730983590395,14.366032818558686
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
27.631361064511168,39.80407147805863,12.17271041354746
Reneged,Reneged,Reneged
17.874280597200425,26.14329165003886,8.269011052838444
22.231596814577642,36.457958724522086,14.226361909944448
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
27.694786701946782,0,8.284632006544998
0,0,0
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
Next Day,Next Day
0,17.57356293139231,17.57356293139231
9.24248531810753,33.75488200179174,24.512396683684216
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
17.0071284323111,28.41796000426973,11.410831571958628
27.529099359172136,43.602333310236006,16.073233951063866
Reneged,Reneged,Reneged
20.06371756539656,30.167175835931204,10.103458270534652
Reneged,Reneged,Reneged
24.378341858414146,33.570900004899016,9.19255814648487
13.135594561762545,25.757572309865225,12.621977748102676
9.74460128138702,15.065182482106096,5.320581200719075
3.1555762764573245,17.769395210945987,14.613818934488666
2.5217074593646345,11.853054467388674,9.331347008024048
4.513738021466565,17.93916090411153,13.425422882644956
12.933779290450815,25.144380329539047,12.21060103908823
0.0,11.49398350334863,11.493983503348618
2.271455071928898,9.230411304610186,6.958956232681288
0.6793685033466375,14.549526035339738,13.87015753199309
11.87068402073615,13.902700314510184,2.0320162937740474
Reneged,Reneged,Reneged
10.092271561304472,24.33391045900032,14.241638897695854
21.28572856966207,28.082289468867287,6.796560899205219
25.089382761679644,39.28194667186878,14.192563910189126
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
18.63870569334094,25.26654088459844,6.627835191257497
Reneged,Reneged,Reneged
18.951553921593842,33.04699381763899,14.095439896045152
Reneged,Reneged,Reneged
30.592367764278578,45.03590793274347,14.443540168464915
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
16.97088483092287,31.527723596313734,14.556838765390875
Reneged,Reneged,Reneged
22.73482608048704,34.901603168879774,12.166777088392738
13.04130442492334,17.449161219934865,4.407856795011499
13.145046521984227,23.46990619808969,10.324859676105476
Reneged,Reneged,Reneged
19.827634092642597,35.85829727125008,16.030663178607455
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
27.502686347158374,37.309854757995424,9.807168410837068
26.146300764167847,42.6803094747479,16.534008710580032
Reneged,Reneged,Reneged
0.0,6.819529706437947,6.819529706437945
5.464061775382788,20.404273522874178,14.94021174749141
Reneged,Reneged,Reneged
18.925084866292423,34.197992635147784,15.272907768855367
Reneged,Reneged,Reneged
29.519444842788516,39.172278013938126,9.652833171149602
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
25.635546031762374,32.96391357360466,7.328367541842268
Reneged,Reneged,Reneged
16.49172499421718,0,15.464769684677
Reneged,Reneged,Reneged
Next Day,Next Day
0,8.186303144823427,8.186303144823427
2.009133102581159,11.980782626207482,9.971649523626322
Reneged,Reneged,Reneged
0.0,14.416268686325807,14.416268686325807
9.046302308101122,21.883690774345357,12.837388466244235
15.816151785792925,25.911785405097945,10.095633619305017
Reneged,Reneged,Reneged
17.925541633548725,29.159819402809006,11.234277769260279
Reneged,Reneged,Reneged
13.71793712347398,25.295361261554213,11.577424138080227
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
11.310541388778518,19.281465425191172,7.970924036412656
Reneged,Reneged,Reneged
11.570787846380469,20.65150102789353,9.080713181513056
17.755030026574033,28.35886549299454,10.603835466420513
Reneged,Reneged,Reneged
14.25849290315955,27.190621377948077,12.932128474788524
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
13.243123102335645,20.428468053877864,7.185344951542225
13.19600425678648,23.88117980503931,10.68517554825282
23.52925053873504,31.407000406897353,7.877749868162311
21.217690003112125,33.976507309665124,12.75881730655299
26.914976272206673,37.803278804742774,10.888302532536105
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
11.932252003735215,18.37277232907161,6.4405203253364
13.493489153802358,29.46213751187173,15.968648358069387
Reneged,Reneged,Reneged
25.883537455536185,39.9853729091526,14.101835453616419
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
25.056122026746777,32.89070504728366,7.83458302053688
Reneged,Reneged,Reneged
17.987737151101868,32.639730372765655,14.651993221663774
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
22.615414096259997,33.74578493439907,11.13037083813908
Reneged,Reneged,Reneged
17.35428626680664,25.55194416832532,8.197657901518685
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
14.533032463858461,31.96711903077258,17.434086566914136
28.03101405266645,37.876967652653406,9.84595359998697
Reneged,Reneged,Reneged
24.106595591453868,36.40218506788864,12.295589476434769
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
6.307971326359848,22.808787059658755,16.500815733298893
8.237609341607481,23.609787605207543,15.37217826360009
Reneged,Reneged,Reneged
12.405839371916159,24.96176566144834,12.555926289532161
Reneged,Reneged,Reneged
17.434280788424587,30.736508470085823,13.302227681661245
Reneged,Reneged,Reneged
28.37441491408697,34.246855739625744,5.872440825538802
Reneged,Reneged,Reneged
26.772894058257975,37.695041579920144,10.92214752166218
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
20.134925392533376,29.93903392341082,9.804108530877443
27.58828028546185,40.40645723131456,12.818176945852718
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
15.26678202501148,30.794151243886063,15.527369218874608
Reneged,Reneged,Reneged
16.761363006183558,29.268006616444154,12.506643610260623
Next Day,Next Day
0,2.7232231676065712,2.7232231676065712
0.0,9.717135076753243,9.717135076753241
7.016224875385557,17.197181058226086,10.180956182840529
3.9332447427515085,18.969597576332966,15.036352833581459
18.763482726038422,35.20753278472945,16.44405005869103
Reneged,Reneged,Reneged
18.193745744403145,32.735003759334035,14.541258014930891
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
20.343661845854072,29.303791671064673,8.960129825210597
19.747989426292364,34.516810393853646,14.768820967561279
Reneged,Reneged,Reneged
21.494495056621147,33.959104729046885,12.46460967242574
31.928720117032015,39.1256097332315,7.196889616199488
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
30.994883771740803,47.75404871191891,16.7591649401781
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
22.88353141899951,36.273258614345494,13.38972719534597
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
15.381804184499657,24.951116230071108,9.569312045571454
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
8.871256461180081,18.75393705704326,9.882680595863173
Reneged,Reneged,Reneged
13.562454444268184,28.19563867308696,14.63318422881877
Reneged,Reneged,Reneged
16.74189510504206,19.00256875533546,2.2606736502933895
11.658785740935144,34.53530432060265,22.876518579667504
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
17.997500303707113,29.230303133838618,11.232802830131497
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
15.463022429678432,29.55197893532278,14.088956505644333
18.75935644385936,28.91339410820146,10.154037664342102
22.440873021512004,36.37559126099825,13.934718239486257
Reneged,Reneged,Reneged
34.902617510187724,43.30093860372634,8.398321093538609
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
Reneged,Reneged,Reneged
